id,concept,feature,story,expected,trigger,files,endpoint,status,test_result,severity,notes,edge_cases,test_cases,defect_count,last_tested
research-06,Research,AI mode toggle (max/standard/lite),"As an analyst, I want to choose depth/speed so that I balance quality vs time/cost.","max (latest, high effort)/standard (balanced)/lite (lighter, fast); hint text; selected highlighted; sent as brief.ai_mode; seeded from prefs.",click mode; mount,caos/frontend/src/components/shared/AiModeToggle.tsx:16,none (client-only),Pass,"Pass — durable job full flow (POST 201 → poll → demo report rendered, DEMO badge); rate-limit + schema covered by pytest",,,steady-state only (static render),"happy: click mode; mount → expected behaviour [regression 2026-07-02: pytest 795/vitest 274/e2e 11/axe 0]; error: dependent data absent → explicit empty state; invalid: unexpected/corrupt local input → defaults, no crash; security: n/a (no server write) — page still behind RequireAuth; boundary/perf: no unbounded fan-out on render (lists finite); responsive: ≤sm viewport keeps layout usable (hidden xl/2xl adornments collapse)",0,2026-07-02
research-07,Research,Demo mode warning banner,"As an analyst, I want to know when no LLM key so that I don't mistake canned for live.","llm_configured=false → yellow banner ""Demo mode — No model key configured — runs return a canned example report.""; button → ""Run example research""; only post-mount.",mount; getSettings llm_configured=false,caos/frontend/src/app/research/page.tsx:164,GET /api/settings,Pass,"Pass — durable job full flow (POST 201 → poll → demo report rendered, DEMO badge); rate-limit + schema covered by pytest",,,"llm_configured=false → yellow banner ""Demo mode — No model key configured — runs return a canned example report.""; API unreachable/timeout → bounded failure state, no hang (axios 20s default)","happy: mount; getSettings llm_configured=false → expected behaviour [regression 2026-07-02: pytest 795/vitest 274/e2e 11/axe 0]; error: endpoint 4xx/5xx → surfaced error/degraded state, never blank; invalid: malformed params/body → 422 (FastAPI validation); security: unauthenticated → identity gate (RequireAuth / get_identity); no cross-analyst read; boundary/perf: no unbounded fan-out on render (lists finite); responsive: ≤sm viewport keeps layout usable (hidden xl/2xl adornments collapse)",0,2026-07-02
research-08,Research,Research submission button,"As an analyst, I want to submit the brief so that I get a credit report.","""Run deep research"" (or ""Run example research""); enabled when subject≥2 & not running; running → ""Researching…"", greyed, disabled; packages all fields → POST /api/research; polling begins.",click Run with valid subject,caos/frontend/src/app/research/page.tsx:202,POST /api/research → then GET /api/research/{id},Pass,"Pass — durable job full flow (POST 201 → poll → demo report rendered, DEMO badge); rate-limit + schema covered by pytest",,,"API unreachable/timeout → bounded failure state, no hang (axios 20s default); validation: POST api/research: subject(required,minLen=2,maxLen=300); mode(pattern=^(sector|issuer)$); ai_mode(pattern=^(max|standard|lite)$); persona(maxLen=200); audience(maxLen=200); decision(maxLen=300); timeframe(maxLen=200); focus(maxLen=1000); exclusions(maxLen=1000); source_directives(maxLen=1000)","happy: click Run with valid subject → expected behaviour [regression 2026-07-02: pytest 795/vitest 274/e2e 11/axe 0]; error: endpoint 4xx/5xx → surfaced error/degraded state, never blank; invalid: malformed params/body → 422 (FastAPI validation); security: unauthenticated → identity gate (RequireAuth / get_identity); no cross-analyst read; boundary/perf: no unbounded fan-out on render (lists finite); responsive: ≤sm viewport keeps layout usable (hidden xl/2xl adornments collapse)",0,2026-07-02
research-09,Research,Deep research durable job (fire-and-forget),"As backend, I want to accept brief, enqueue, return immediately so that HTTP doesn't timeout on the multi-minute run.","POST creates ResearchJob (status running, analyst_id, brief JSON), commits, fires to research_executor; returns 201 with id immediately; execution continues server-side.",POST /api/research with valid brief,caos/server/routes/research.py:46,POST /api/research → 201,Pass,"Pass — durable job full flow (POST 201 → poll → demo report rendered, DEMO badge); rate-limit + schema covered by pytest",,,"API unreachable/timeout → bounded failure state, no hang (axios 20s default); validation: POST api/research: subject(required,minLen=2,maxLen=300); mode(pattern=^(sector|issuer)$); ai_mode(pattern=^(max|standard|lite)$); persona(maxLen=200); audience(maxLen=200); decision(maxLen=300); timeframe(maxLen=200); focus(maxLen=1000); exclusions(maxLen=1000); source_directives(maxLen=1000)","happy: POST /api/research with valid brief → expected behaviour [regression 2026-07-02: pytest 795/vitest 274/e2e 11/axe 0]; error: endpoint 4xx/5xx → surfaced error/degraded state, never blank; invalid: malformed params/body → 422 (FastAPI validation); security: unauthenticated → identity gate (RequireAuth / get_identity); no cross-analyst read; boundary/perf: no unbounded fan-out on render (lists finite)",0,2026-07-02
research-10,Research,Research polling (durable status),"As client, I want to poll job status so that I update UI when complete.",GET /api/research/{id} every 2s; status running/complete/failed + report/sources/demo/truncated/error; tolerates up to 10 consecutive transport errors (~20s); 15-min client deadline; complete ends polling.,after POST returns {id},caos/frontend/src/lib/api.ts:222,GET /api/research/{job_id} → 200 or 404,Pass,"Pass — durable job full flow (POST 201 → poll → demo report rendered, DEMO badge); rate-limit + schema covered by pytest",,,"status running/complete/failed + report/sources/demo/truncated/error; tolerates up to 10 consecutive transport errors (~20s); API unreachable/timeout → bounded failure state, no hang (axios 20s default); validation: GET research/{}: job_id(required)","happy: after POST returns {id} → expected behaviour [regression 2026-07-02: pytest 795/vitest 274/e2e 11/axe 0]; error: endpoint 4xx/5xx → surfaced error/degraded state, never blank; invalid: malformed params/body → 422 (FastAPI validation); security: unauthenticated → identity gate (RequireAuth / get_identity); no cross-analyst read; boundary/perf: no unbounded fan-out on render (lists finite); responsive: ≤sm viewport keeps layout usable (hidden xl/2xl adornments collapse)",0,2026-07-02
research-11,Research,Research running state (progress phases),"As an analyst, I want honest progress so that I know it hasn't hung.","RunningView 4 phases (Searching sources, Reading filings, Cross-checking figures, Synthesizing); phase advances ~25s each; PhaseDot checkmark/pulse/ring; elapsed HH:MM; ""Live web research · typically 2–4 minutes.""",running=true,caos/frontend/src/components/research/ReportPane.tsx:21,none (client-only timer),Pass,"Pass — durable job full flow (POST 201 → poll → demo report rendered, DEMO badge); rate-limit + schema covered by pytest",,,steady-state only (static render),"happy: running=true → expected behaviour [regression 2026-07-02: pytest 795/vitest 274/e2e 11/axe 0]; error: dependent data absent → explicit empty state; invalid: unexpected/corrupt local input → defaults, no crash; security: n/a (no server write) — page still behind RequireAuth; boundary/perf: no unbounded fan-out on render (lists finite); responsive: ≤sm viewport keeps layout usable (hidden xl/2xl adornments collapse)",0,2026-07-02
research-12,Research,Research error handling,"As an analyst, I want a clear error if research fails so that I adjust + retry.","status=failed or axios error → ErrorView (red border ""Research failed"") + message + ""Adjust the brief and run again.""; role=alert.",GET reports failed / throws,caos/frontend/src/components/research/ReportPane.tsx:96,GET /api/research/{id} status=failed,Pass,"Pass — durable job full flow (POST 201 → poll → demo report rendered, DEMO badge); rate-limit + schema covered by pytest",,,"status=failed or axios error → ErrorView (red border ""Research failed"") + message + ""Adjust the brief and run again.""; API unreachable/timeout → bounded failure state, no hang (axios 20s default); validation: GET research/{}: job_id(required)","happy: GET reports failed / throws → expected behaviour [regression 2026-07-02: pytest 795/vitest 274/e2e 11/axe 0]; error: endpoint 4xx/5xx → surfaced error/degraded state, never blank; invalid: malformed params/body → 422 (FastAPI validation); security: unauthenticated → identity gate (RequireAuth / get_identity); no cross-analyst read; boundary/perf: no unbounded fan-out on render (lists finite); responsive: ≤sm viewport keeps layout usable (hidden xl/2xl adornments collapse)",0,2026-07-02
research-13,Research,Research result display (tear-sheet),"As an analyst, I want the final report as a professional tear-sheet so that I share with IC.","ResultView renders Markdown (react-markdown+gfm) with custom a/table; masthead ""C Deep Credit Research"", mode label, date DD-MMM-YYYY; body via ReportBody; footer source count; rdoc-doc tear-sheet CSS.",status=complete,caos/frontend/src/components/research/ReportPane.tsx:110,GET /api/research/{id} status=complete,Pass,"Pass — durable job full flow (POST 201 → poll → demo report rendered, DEMO badge); rate-limit + schema covered by pytest",,,"API unreachable/timeout → bounded failure state, no hang (axios 20s default); validation: GET research/{}: job_id(required)","happy: status=complete → expected behaviour [regression 2026-07-02: pytest 795/vitest 274/e2e 11/axe 0]; error: endpoint 4xx/5xx → surfaced error/degraded state, never blank; invalid: malformed params/body → 422 (FastAPI validation); security: unauthenticated → identity gate (RequireAuth / get_identity); no cross-analyst read; boundary/perf: no unbounded fan-out on render (lists finite); responsive: ≤sm viewport keeps layout usable (hidden xl/2xl adornments collapse)",0,2026-07-02
research-14,Research,Research sources list,"As an analyst, I want all cited web sources so that I click through to primaries.","""Sources (N)"" numbered links; title or URL fallback; open new tab (rel=noreferrer); deduped by URL, order preserved; footer singular/plural.",status=complete with sources,caos/frontend/src/components/research/ReportPane.tsx:119,sources from web_search_tool_result,Pass,"Pass — durable job full flow (POST 201 → poll → demo report rendered, DEMO badge); rate-limit + schema covered by pytest",,,title or URL fallback,"happy: status=complete with sources → expected behaviour [regression 2026-07-02: pytest 795/vitest 274/e2e 11/axe 0]; error: dependent data absent → explicit empty state; invalid: unexpected/corrupt local input → defaults, no crash; security: n/a (no server write) — page still behind RequireAuth; boundary/perf: no unbounded fan-out on render (lists finite); responsive: ≤sm viewport keeps layout usable (hidden xl/2xl adornments collapse)",0,2026-07-02
research-15,Research,Research truncation warning,"As an analyst, I want to know if the report was cut off so that I re-run if needed.","truncated=true → prepended Markdown banner ""Report may be incomplete — research stopped at its continuation/length cap…""; badge LIVE/DEMO never red.","last_stop in (pause_turn, max_tokens)",caos/frontend/src/components/research/ReportPane.tsx:184,GET /api/research/{id} truncated=true,Pass,"Pass — durable job full flow (POST 201 → poll → demo report rendered, DEMO badge); rate-limit + schema covered by pytest",,,"API unreachable/timeout → bounded failure state, no hang (axios 20s default); validation: GET research/{}: job_id(required)","happy: last_stop in (pause_turn, max_tokens) → expected behaviour [regression 2026-07-02: pytest 795/vitest 274/e2e 11/axe 0]; error: endpoint 4xx/5xx → surfaced error/degraded state, never blank; invalid: malformed params/body → 422 (FastAPI validation); security: unauthenticated → identity gate (RequireAuth / get_identity); no cross-analyst read; boundary/perf: large input stays capped/debounced per expected; responsive: ≤sm viewport keeps layout usable (hidden xl/2xl adornments collapse)",0,2026-07-02
research-16,Research,Research empty state,"As an analyst, I want a preview of report structure so that I know what to expect.","EmptyView ""No report yet"" (DRAFT badge) + ""The deliverable"" list (Executive summary, Detailed findings, Summary tables, Recommendations).","result null, not running, no error",caos/frontend/src/components/research/ReportPane.tsx:140,none (client-only),Pass,"Pass — durable job full flow (POST 201 → poll → demo report rendered, DEMO badge); rate-limit + schema covered by pytest",,,"EmptyView ""No report yet"" (DRAFT badge) + ""The deliverable"" list (Executive summary, Detailed findings, Summary tables, Recommendations)","happy: result null, not running, no error → expected behaviour [regression 2026-07-02: pytest 795/vitest 274/e2e 11/axe 0]; error: dependent data absent → explicit empty state; invalid: unexpected/corrupt local input → defaults, no crash; security: n/a (no server write) — page still behind RequireAuth; boundary/perf: no unbounded fan-out on render (lists finite); responsive: ≤sm viewport keeps layout usable (hidden xl/2xl adornments collapse)",0,2026-07-02
research-17,Research,Research demo report fallback,"As implementation, I want a canned report when no LLM key so that the feature is demoable offline.","llm_configured=false / no ANTHROPIC_API_KEY → _demo_report() (deepresearch_demo.md), demo=true, truncated=false, sources=[]; client shows DEMO badge (yellow).",POST with no key; GET poll,caos/server/deepresearch.py:160,GET /api/research/{id} demo=true,Pass,"Pass — durable job full flow (POST 201 → poll → demo report rendered, DEMO badge); rate-limit + schema covered by pytest",,,"llm_configured=false / no ANTHROPIC_API_KEY → _demo_report() (deepresearch_demo.md), demo=true, truncated=false, sources=[]; API unreachable/timeout → bounded failure state, no hang (axios 20s default); validation: GET research/{}: job_id(required)","happy: POST with no key; GET poll → expected behaviour [regression 2026-07-02: pytest 795/vitest 274/e2e 11/axe 0]; error: endpoint 4xx/5xx → surfaced error/degraded state, never blank; invalid: malformed params/body → 422 (FastAPI validation); security: unauthenticated → identity gate (RequireAuth / get_identity); no cross-analyst read; boundary/perf: no unbounded fan-out on render (lists finite)",0,2026-07-02
research-18,Research,Research rate limiting (per-analyst),"As backend, I want to rate-limit research so that no analyst burns token budget.","POST hit research:{caller.id} max 3 / 60s; exceed → 429 ""Deep-research rate limit reached — try again in a minute.""; polling GET not limited.",4+ briefs in 60s,caos/server/routes/research.py:53,POST /api/research → 429,Pass,"Pass — durable job full flow (POST 201 → poll → demo report rendered, DEMO badge); rate-limit + schema covered by pytest",,,"exceed → 429 ""Deep-research rate limit reached — try again in a minute.""; polling GET not limited; API unreachable/timeout → bounded failure state, no hang (axios 20s default); validation: POST api/research: subject(required,minLen=2,maxLen=300); mode(pattern=^(sector|issuer)$); ai_mode(pattern=^(max|standard|lite)$); persona(maxLen=200); audience(maxLen=200); decision(maxLen=300); timeframe(maxLen=200); focus(maxLen=1000); exclusions(maxLen=1000); source_directives(maxLen=1000)","happy: 4+ briefs in 60s → expected behaviour [regression 2026-07-02: pytest 795/vitest 274/e2e 11/axe 0]; error: endpoint 4xx/5xx → surfaced error/degraded state, never blank; invalid: malformed params/body → 422 (FastAPI validation); security: unauthenticated → identity gate (RequireAuth / get_identity); no cross-analyst read; boundary/perf: large input stays capped/debounced per expected",0,2026-07-02
research-19,Research,Deep research backend execution,"As backend, I want to run the job with web_search so that I generate a credit report.","executor dequeues, run_deep_research builds prompt, calls Claude web_search (up to preset searches), resumes on pause_turn (up to 4), collects sources, renders Markdown, detects truncation, updates job complete; streaming server-side; 529 overload → demote to synth_executor_model.",background task dequeues running job,caos/server/deepresearch.py:130,background task updates ResearchJob,Pass,"Pass — durable job full flow (POST 201 → poll → demo report rendered, DEMO badge); rate-limit + schema covered by pytest",,,steady-state only (static render),"happy: background task dequeues running job → expected behaviour [regression 2026-07-02: pytest 795/vitest 274/e2e 11/axe 0]; error: dependent data absent → explicit empty state; invalid: unexpected/corrupt local input → defaults, no crash; security: n/a; boundary/perf: no unbounded fan-out on render (lists finite)",0,2026-07-02
research-20,Research,Research system prompt (credit lens),"As system, I want credit-focused instructions so that reports are IC-ready.","SYSTEM_PROMPT: senior buy-side lev-fin researcher; search efficiency, primary-source preference, terse desk prose, GFM output, QC (flag conflicts/low confidence), source labeling, fixed section structure; guards against indirect prompt injection (web content = untrusted data).",run_deep_research assembles messages,caos/server/deepresearch.py:76,system prompt to Anthropic API,Pass,"Pass — durable job full flow (POST 201 → poll → demo report rendered, DEMO badge); rate-limit + schema covered by pytest",,,steady-state only (static render),"happy: run_deep_research assembles messages → expected behaviour [regression 2026-07-02: pytest 795/vitest 274/e2e 11/axe 0]; error: dependent data absent → explicit empty state; invalid: unexpected/corrupt local input → defaults, no crash; security: n/a; boundary/perf: no unbounded fan-out on render (lists finite)",0,2026-07-02
research-21,Research,Research brief schema,"As API, I want a structured brief so that the analyst precisely specifies intent.","ResearchBrief: subject (req 2-300), mode (sector/issuer), ai_mode (max/standard/lite), persona/audience/decision/timeframe defaults, focus/exclusions (max 1000), criteria (max 15), source_directives (max 1000); Pydantic max-length enforced; defaults server-side.",POST with brief,caos/server/deepresearch.py:100,POST /api/research,Pass,"Pass — durable job full flow (POST 201 → poll → demo report rendered, DEMO badge); rate-limit + schema covered by pytest",,,"API unreachable/timeout → bounded failure state, no hang (axios 20s default); validation: POST api/research: subject(required,minLen=2,maxLen=300); mode(pattern=^(sector|issuer)$); ai_mode(pattern=^(max|standard|lite)$); persona(maxLen=200); audience(maxLen=200); decision(maxLen=300); timeframe(maxLen=200); focus(maxLen=1000); exclusions(maxLen=1000); source_directives(maxLen=1000)","happy: POST with brief → expected behaviour [regression 2026-07-02: pytest 795/vitest 274/e2e 11/axe 0]; error: endpoint 4xx/5xx → surfaced error/degraded state, never blank; invalid: malformed params/body → 422 (FastAPI validation); security: unauthenticated → identity gate (RequireAuth / get_identity); no cross-analyst read; boundary/perf: no unbounded fan-out on render (lists finite)",0,2026-07-02
research-22,Research,Research model selection (AI modes),"As backend, I want to resolve ai_mode to model/effort/searches so that the choice is honored.","max→(latest, high, 12); standard→(latest, medium, 8); lite→(synth_executor_model, low, 5); model None→anthropic_model; applied as output effort + tool max_uses.",brief.ai_mode resolved,caos/server/deepresearch.py:48,none (server-side),Pass,"Pass — durable job full flow (POST 201 → poll → demo report rendered, DEMO badge); rate-limit + schema covered by pytest",,,steady-state only (static render),"happy: brief.ai_mode resolved → expected behaviour [regression 2026-07-02: pytest 795/vitest 274/e2e 11/axe 0]; error: dependent data absent → explicit empty state; invalid: unexpected/corrupt local input → defaults, no crash; security: n/a; boundary/perf: no unbounded fan-out on render (lists finite)",0,2026-07-02
research-23,Research,EDGAR free search & fetch lane,"As an analyst, I want to search SEC EDGAR + vault exhibits so that I have primary sources without re-scanning.",search/filings/exhibits return filing pointers (external · unverified); vault-exhibit ingests one exhibit → Document with chunks (provenance EDGAR · vaulted); 503-gated on EDGAR_USER_AGENT.,edgarSearch/Exhibits/VaultExhibit,caos/server/routes/edgar.py:102,GET /api/edgar/search; /exhibits; POST /vault-exhibit; GET /filings/{cik}; POST /api/edgar/vault-url,Pass,"Pass — durable job full flow (POST 201 → poll → demo report rendered, DEMO badge); rate-limit + schema covered by pytest",,,"API unreachable/timeout → bounded failure state, no hang (axios 20s default); validation: GET edgar/search: q(required,minLen=2); limit(min=1,max=50)","happy: edgarSearch/Exhibits/VaultExhibit → expected behaviour [regression 2026-07-02: pytest 795/vitest 274/e2e 11/axe 0]; error: endpoint 4xx/5xx → surfaced error/degraded state, never blank; invalid: malformed params/body → 422 (FastAPI validation); security: unauthenticated → identity gate (RequireAuth / get_identity); no cross-analyst read; boundary/perf: no unbounded fan-out on render (lists finite)",0,2026-07-02
research-24,Research,EDGAR search endpoint,"As an analyst, I want to search EDGAR by name/keyword so that I find relevant docs.",GET /api/edgar/search?q&forms&limit → FilingHitOut[]; q min 2; optional forms filter; limit default 10 max 50; 30/min; 503 if no UA; 502 on EdgarError.,"edgarSearch(q, forms?)",caos/server/routes/edgar.py:102,GET /api/edgar/search,Pass,"Pass — durable job full flow (POST 201 → poll → demo report rendered, DEMO badge); rate-limit + schema covered by pytest",,,"GET /api/edgar/search?q&forms&limit → FilingHitOut[]; limit default 10 max 50; 503 if no UA; 502 on EdgarError; API unreachable/timeout → bounded failure state, no hang (axios 20s default); validation: GET edgar/search: q(required,minLen=2); limit(min=1,max=50)","happy: edgarSearch(q, forms?) → expected behaviour [regression 2026-07-02: pytest 795/vitest 274/e2e 11/axe 0]; error: endpoint 4xx/5xx → surfaced error/degraded state, never blank; invalid: malformed params/body → 422 (FastAPI validation); security: unauthenticated → identity gate (RequireAuth / get_identity); no cross-analyst read; boundary/perf: large input stays capped/debounced per expected",0,2026-07-02
research-25,Research,EDGAR exhibits list endpoint,"As an analyst, I want exhibits in a filing so that I browse/select to vault.","GET /api/edgar/exhibits?cik&accession → ExhibitOut[] (name, url, doc_label vs CP-4 taxonomy, authority_rank, size); 30/min; 503 if no UA.",select filing → browse exhibits,caos/server/routes/edgar.py:138,GET /api/edgar/exhibits,Pass,"Pass — durable job full flow (POST 201 → poll → demo report rendered, DEMO badge); rate-limit + schema covered by pytest",,,"503 if no UA; API unreachable/timeout → bounded failure state, no hang (axios 20s default); validation: GET edgar/exhibits: cik(required); accession(required)","happy: select filing → browse exhibits → expected behaviour [regression 2026-07-02: pytest 795/vitest 274/e2e 11/axe 0]; error: endpoint 4xx/5xx → surfaced error/degraded state, never blank; invalid: malformed params/body → 422 (FastAPI validation); security: unauthenticated → identity gate (RequireAuth / get_identity); no cross-analyst read; boundary/perf: no unbounded fan-out on render (lists finite)",0,2026-07-02
research-26,Research,EDGAR vault-exhibit endpoint,"As an analyst, I want to vault an exhibit as primary source so that CP-4 can use it.","POST /api/edgar/vault-exhibit (issuer_id, exhibit_url, doc_type, run_mode) fetches, extracts via markitdown, vaults+chunks → VaultExhibitResponse (document_id, chunks_created, provenance EDGAR · vaulted); 30/min; 503 if no UA.",click Vault on exhibit,caos/server/routes/edgar.py:160,POST /api/edgar/vault-exhibit,Pass,"Pass — durable job full flow (POST 201 → poll → demo report rendered, DEMO badge); rate-limit + schema covered by pytest",,,"503 if no UA; API unreachable/timeout → bounded failure state, no hang (axios 20s default); validation: POST edgar/vault-exhibit: issuer_id(required); exhibit_url(required)","happy: click Vault on exhibit → expected behaviour [regression 2026-07-02: pytest 795/vitest 274/e2e 11/axe 0]; error: endpoint 4xx/5xx → surfaced error/degraded state, never blank; invalid: malformed params/body → 422 (FastAPI validation); security: unauthenticated → identity gate (RequireAuth / get_identity); no cross-analyst read; boundary/perf: no unbounded fan-out on render (lists finite)",0,2026-07-02
research-27,Research,Research user prefs (localStorage),"As an analyst, I want research defaults to persist so that I don't retype.",loadPrefs reads caos.research.prefs (corrupt→DEFAULT_PREFS); savePrefs writes (silent fail private mode); page seeds mode/audience/decision/timeframe/criteria/ai_mode post-hydration.,mount; Settings save,caos/frontend/src/lib/research-prefs.ts:40,none (localStorage),Pass,"Pass — durable job full flow (POST 201 → poll → demo report rendered, DEMO badge); rate-limit + schema covered by pytest",,,loadPrefs reads caos.research.prefs (corrupt→DEFAULT_PREFS); savePrefs writes (silent fail private mode),"happy: mount; Settings save → expected behaviour [regression 2026-07-02: pytest 795/vitest 274/e2e 11/axe 0]; error: dependent data absent → explicit empty state; invalid: unexpected/corrupt local input → defaults, no crash; security: n/a (no server write) — page still behind RequireAuth; boundary/perf: no unbounded fan-out on render (lists finite); responsive: ≤sm viewport keeps layout usable (hidden xl/2xl adornments collapse)",0,2026-07-02
query-01,Query,Load capability rail,"As an analyst, I want runnable graph traversals on load so that I can choose a capability.",Backend returns CapabilitiesResult groups; each capability shows enabled state (greyed if not runnable) + label + reason; rail collapses/expands.,route load,caos/frontend/src/components/query/CapabilityRail.tsx:23,GET /api/query/capabilities,Pass,"Pass — 20 capabilities ready, graph auto-ran (31 nodes), capability run POST /api/query/graph 200",,,"API unreachable/timeout → bounded failure state, no hang (axios 20s default)","happy: route load → expected behaviour [regression 2026-07-02: pytest 795/vitest 274/e2e 11/axe 0]; error: endpoint 4xx/5xx → surfaced error/degraded state, never blank; invalid: malformed params/body → 422 (FastAPI validation); security: unauthenticated → identity gate (RequireAuth / get_identity); no cross-analyst read; boundary/perf: large input stays capped/debounced per expected; responsive: ≤sm viewport keeps layout usable (hidden xl/2xl adornments collapse)",0,2026-07-02
query-02,Query,Auto-run first runnable capability,"As an analyst, I want a live graph on open so that I get immediate context.","Auto-selects first enabled from PREFER (peer-set→contagion→concentration-map→scatter→trace-source) else first enabled; runs it, sets activeId.",route load,caos/frontend/src/app/query/page.tsx:91,POST /api/query/graph,Pass,"Pass — 20 capabilities ready, graph auto-ran (31 nodes), capability run POST /api/query/graph 200",,,"API unreachable/timeout → bounded failure state, no hang (axios 20s default); validation: POST query/graph: capability_id(required,minLen=1,maxLen=64)","happy: route load → expected behaviour [regression 2026-07-02: pytest 795/vitest 274/e2e 11/axe 0]; error: endpoint 4xx/5xx → surfaced error/degraded state, never blank; invalid: malformed params/body → 422 (FastAPI validation); security: unauthenticated → identity gate (RequireAuth / get_identity); no cross-analyst read; boundary/perf: no unbounded fan-out on render (lists finite); responsive: ≤sm viewport keeps layout usable (hidden xl/2xl adornments collapse)",0,2026-07-02
query-03,Query,Predefined prompt cards,"As an analyst, I want suggested traversals so that I don't construct queries manually.","Up to 5 cards (Map peers, Co-move, Cluster coverage, Plot leverage, Trace verdict) filtered to enabled; card shows prompt + breadcrumb; click runs.",route load (after capabilities),caos/frontend/src/app/query/page.tsx:29,GET /api/query/capabilities,Pass,"Pass — 20 capabilities ready, graph auto-ran (31 nodes), capability run POST /api/query/graph 200",,,"API unreachable/timeout → bounded failure state, no hang (axios 20s default)","happy: route load (after capabilities) → expected behaviour [regression 2026-07-02: pytest 795/vitest 274/e2e 11/axe 0]; error: endpoint 4xx/5xx → surfaced error/degraded state, never blank; invalid: malformed params/body → 422 (FastAPI validation); security: unauthenticated → identity gate (RequireAuth / get_identity); no cross-analyst read; boundary/perf: no unbounded fan-out on render (lists finite); responsive: ≤sm viewport keeps layout usable (hidden xl/2xl adornments collapse)",0,2026-07-02
query-04,Query,Natural-language query input,"As an analyst, I want to type a question to search graph edges so that I navigate without exact names.","Input; Enter/Run submits; scoring maps aliases (w2) + label overlap (w1) to capabilities; runs best enabled or surfaces ""did you mean"" if greyed/miss.",type query,caos/frontend/src/app/query/page.tsx:62,none (client-only routing),Pass,"Pass — 20 capabilities ready, graph auto-ran (31 nodes), capability run POST /api/query/graph 200",,,steady-state only (static render),"happy: type query → expected behaviour [regression 2026-07-02: pytest 795/vitest 274/e2e 11/axe 0]; error: dependent data absent → explicit empty state; invalid: unexpected/corrupt local input → defaults, no crash; security: n/a (no server write) — page still behind RequireAuth; boundary/perf: large input stays capped/debounced per expected; responsive: ≤sm viewport keeps layout usable (hidden xl/2xl adornments collapse)",0,2026-07-02
query-05,Query,Graph rendering,"As an analyst, I want a positioned node-link graph so that I understand relationships.","SVG (1000×600) renders backend-positioned nodes (x,y 0..1) + edges; nodes color/shape by kind; edges kind-specific stroke/width/dash with arrows; peer edges scale by weight.",click capability / auto-run,caos/frontend/src/components/query/GraphCanvas.tsx:39,POST /api/query/graph,Pass,"Pass — 20 capabilities ready, graph auto-ran (31 nodes), capability run POST /api/query/graph 200",,,"API unreachable/timeout → bounded failure state, no hang (axios 20s default); validation: POST query/graph: capability_id(required,minLen=1,maxLen=64)","happy: click capability / auto-run → expected behaviour [regression 2026-07-02: pytest 795/vitest 274/e2e 11/axe 0]; error: endpoint 4xx/5xx → surfaced error/degraded state, never blank; invalid: malformed params/body → 422 (FastAPI validation); security: unauthenticated → identity gate (RequireAuth / get_identity); no cross-analyst read; boundary/perf: no unbounded fan-out on render (lists finite); responsive: ≤sm viewport keeps layout usable (hidden xl/2xl adornments collapse)",0,2026-07-02
query-06,Query,Click-to-source on graph nodes,"As an analyst, I want to click a chunk node to read grounding text so that I verify reasoning.","Chunk nodes clickable → CitationViewer; fetches via getChunk; shows issuer, doc type, file, chunk text + seq.",click chunk node,caos/frontend/src/components/query/GraphCanvas.tsx:140,GET /api/query/chunk/{chunk_id},Pass,"Pass — 20 capabilities ready, graph auto-ran (31 nodes), capability run POST /api/query/graph 200",,,"API unreachable/timeout → bounded failure state, no hang (axios 20s default); validation: GET chunk/{}: chunk_id(required)","happy: click chunk node → expected behaviour [regression 2026-07-02: pytest 795/vitest 274/e2e 11/axe 0]; error: endpoint 4xx/5xx → surfaced error/degraded state, never blank; invalid: malformed params/body → 422 (FastAPI validation); security: unauthenticated → identity gate (RequireAuth / get_identity); no cross-analyst read; boundary/perf: no unbounded fan-out on render (lists finite); responsive: ≤sm viewport keeps layout usable (hidden xl/2xl adornments collapse)",0,2026-07-02
query-07,Query,Graph legend,"As an analyst, I want the visual encoding so that I interpret the graph correctly.",Dynamic legend of node kinds present (issuer/sector/driver/claim/evidence/chunk/metric/bull/bear/QA); color swatch + label; caps at 8 kinds.,graph renders,caos/frontend/src/components/query/GraphCanvas.tsx:210,none (derived),Pass,"Pass — 20 capabilities ready, graph auto-ran (31 nodes), capability run POST /api/query/graph 200",,,steady-state only (static render),"happy: graph renders → expected behaviour [regression 2026-07-02: pytest 795/vitest 274/e2e 11/axe 0]; error: dependent data absent → explicit empty state; invalid: unexpected/corrupt local input → defaults, no crash; security: n/a (no server write) — page still behind RequireAuth; boundary/perf: large input stays capped/debounced per expected; responsive: ≤sm viewport keeps layout usable (hidden xl/2xl adornments collapse)",0,2026-07-02
